City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Baguio City,12/18/2023,20.85,33.75,6.19,26,19.23,11.21,0.82,29.06,42.11,0.59,5.45,0.28,,
Baguio City,7/23/2023,10.81,39.3,4,22.79,15.39,13,0.89,20.75,42.72,0.79,9.7,0.27,,
Baguio City,10/14/2023,11.51,52.66,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,1/7/2023,12.44,40.66,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,10/14/2023,17.77,41.08,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,5/18/2023,11.04,44.66,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,9/2/2023,11.83,39.42,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,10/20/2023,18.53,45.32,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,8/19/2023,18.68,37.16,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,4/19/2023,19.46,51.02,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,3/20/2023,18.36,33.35,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,7/13/2023,11.76,41.31,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,3/24/2023,14.42,43.37,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,7/3/2023,18.05,49.98,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,7/18/2023,17,50.2,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,4/14/2023,11.4,42.56,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,11/1/2023,14.41,41.34,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,5/7/2023,10.02,41.46,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,7/22/2023,20.49,53.67,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,4/7/2023,17.21,35.17,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,1/11/2023,14.81,44.03,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,7/28/2023,14.56,41.02,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,11/5/2023,17.6,36.58,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,4/25/2023,10.39,34,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,8/18/2023,18,34.64,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,12/8/2023,13.11,34.67,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,11/19/2023,11.46,45.4,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,10/4/2023,12.35,45.86,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,3/11/2023,18.57,35.27,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,9/17/2023,15.23,45.08,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,11/17/2023,20.58,45.9,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,8/25/2023,16.92,47.67,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,12/9/2023,17.25,45.91,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,6/9/2023,18.77,38.35,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,5/12/2023,15.95,46.08,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,6/20/2023,17.74,52.74,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,8/19/2023,13.67,53.01,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,8/4/2023,16.27,48.73,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,1/20/2023,14.82,47.2,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,3/27/2023,18.78,31.24,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,11/1/2023,16.96,39.19,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,4/6/2023,13.51,43.02,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,2/27/2023,19.93,42.85,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,10/12/2023,17.11,44.8,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,11/3/2023,16.82,42.11,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,10/26/2023,19.9,52,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,3/1/2023,14.61,31.59,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,10/22/2023,19.06,33.43,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,11/6/2023,10.82,33.02,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,10/19/2023,12.9,48.53,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,10/2/2023,17.2,35.5,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,4/27/2023,18.33,37.2,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,7/23/2023,17.7,37.85,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,8/19/2023,14.21,51.42,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,9/10/2023,12.55,34.65,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,7/15/2023,18.1,45.06,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,10/7/2023,11.24,43.41,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,9/11/2023,17.33,31.61,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,9/26/2023,17.8,38.66,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,2/25/2023,11.95,33.36,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,7/7/2023,18.34,39.15,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,7/30/2023,13.81,39.76,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,9/9/2023,19.61,39.91,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,1/18/2023,13.67,33.9,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,8/7/2023,15.82,50.69,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,2/7/2023,17.24,36.95,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,11/18/2023,16.93,46.05,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,1/25/2023,14.69,41.01,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,11/9/2023,13.54,41.18,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,3/14/2023,20.97,43.22,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,7/9/2023,14.61,38.79,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,5/13/2023,16.05,53.32,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,7/23/2023,13.17,41.22,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,7/22/2023,13.38,31.2,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,6/12/2023,13.6,40.41,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,11/27/2023,11.53,45.19,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,9/23/2023,14.72,31.37,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,3/31/2023,15.7,45.01,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,10/2/2023,11.19,41.01,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,4/19/2023,17.09,44.62,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,10/19/2023,13.4,43.93,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,5/23/2023,10.4,33.83,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,11/5/2023,18.43,32.96,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,11/26/2023,16.68,36.67,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,7/6/2023,16.72,44.14,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,12/21/2023,13.08,46.51,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,5/24/2023,15.49,38.51,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,1/2/2023,19.61,53.51,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,8/22/2023,11.71,31.84,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,4/16/2023,12.86,38.36,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,10/31/2023,13.9,52.56,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,9/13/2023,12.05,46.85,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,9/5/2023,11.04,45.69,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,12/18/2023,13.26,46.99,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,5/13/2023,11.91,46.53,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,4/30/2023,16.61,46.52,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,4/12/2023,19.38,41.01,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,3/14/2023,16.29,40.06,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,7/19/2023,16.59,51.19,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,5/3/2023,15.34,47.44,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,12/16/2023,10.9,42.77,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,11/17/2023,10.23,49.25,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,3/25/2023,19.83,37.8,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,7/31/2023,14.37,49.34,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,3/18/2023,14.1,49.38,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,1/23/2023,14.45,39.66,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,5/30/2023,17.31,48.84,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,3/7/2023,13.62,41.58,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,7/29/2023,20.65,48.4,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,5/30/2023,13.02,45.21,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,5/13/2023,12.82,35.57,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,1/14/2023,15.95,52.47,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,4/4/2023,16.82,53.37,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,8/16/2023,13.68,45.74,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,3/25/2023,19.48,44.17,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,10/13/2023,19.1,39.26,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,7/24/2023,10.48,32.59,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,1/17/2023,14.92,51.13,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,1/18/2023,16.32,41.12,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,7/30/2023,14.94,31.71,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,11/11/2023,19.36,46.3,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,5/14/2023,13.61,35.17,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,4/2/2023,20.4,41.08,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,6/28/2023,11.29,44.37,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,12/8/2023,14.36,51.17,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,4/26/2023,13.53,31.98,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,3/21/2023,10.72,51.93,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,4/30/2023,12.04,38.54,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,5/30/2023,12.49,34.67,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,6/7/2023,10.02,32.94,6.56,83.38,49.69,15.16,1.09,30.85,24.84,0.1,0.21,0.11,,
Baguio City,10/13/2023,20.88,42.47,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25,0.13,,
Baguio City,10/21/2023,15.93,44.87,35.59,140.17,103.49,8.7,1.24,42.26,20.87,0.13,0.58,0.13,,
Baguio City,1/16/2023,17.32,34.96,9.48,106.1,64.14,9.27,1.43,15.29,26.24,0.12,0.25,0.1,,
Baguio City,4/30/2023,12.74,39.6,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31,0.1,,
Baguio City,5/27/2023,18.08,35.32,9.63,94.51,58.1,13.66,1.45,11.75,26.07,0.12,0.22,0.1,,
Baguio City,7/18/2023,18.56,50.37,17.24,103.31,68.98,13.63,1.5,16.53,24.55,0.12,0.31,0.1,,
Baguio City,10/15/2023,12.35,35.05,36.87,121.38,94.54,11.21,1.25,39.68,21.18,0.1,0.25,0.13,,
Baguio City,8/29/2023,13.9,47.61,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16,0.18,,
Baguio City,7/8/2023,20.36,44.33,14.96,113.39,72.47,7.38,0.78,9.43,20.07,0.11,0.23,0.13,,
Baguio City,7/22/2023,11.17,45.34,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15,0.1,,
Baguio City,2/6/2023,19.33,43.95,5.83,71.61,42.84,15.19,0.5,10.52,24.22,0.08,0.08,0.1,,
Baguio City,4/24/2023,12.34,33.15,4.86,57.32,34.44,17.36,0.64,12.33,25.51,0.07,0.18,0.1,,
Baguio City,12/30/2023,11.65,47.22,2.91,58.43,33.44,17.38,0.44,12.91,26.84,0.1,0.12,0.1,,
Baguio City,3/9/2023,12.94,39.33,5.68,60.37,36.74,17.46,1.02,26.39,21.83,0.08,0.14,0.11,,
Baguio City,10/29/2023,20.79,33.3,3.49,50.62,29.77,17.97,0.7,6.49,24.73,0.08,0.13,0.1,,
Baguio City,2/8/2023,16.9,38.61,3.46,58.6,33.99,16.97,0.82,13.73,24.69,0.1,0.18,0.1,,
Baguio City,4/16/2023,17.52,51.44,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15,0.1,,
Baguio City,7/17/2023,15.59,38.02,13.44,61.22,43.49,22.53,0.72,11.71,23.64,0.09,0.13,0.1,,
Baguio City,7/2/2023,13.85,36.26,17.23,71.77,52.18,17.22,0.91,16,22.52,0.07,0.11,0.1,,
Baguio City,5/8/2023,20.17,34.03,7.53,64.26,40.3,18.38,0.55,14.8,25.31,0.06,0.09,0.1,,
Baguio City,8/17/2023,14.88,38.71,20.01,60.14,48.26,20.43,0.85,13.57,24.82,0.06,0.08,0.1,,
Baguio City,11/1/2023,11.77,39.87,4.15,49.18,29.54,21.17,0.55,13.17,28.15,0.02,0.02,0.1,,
Baguio City,8/4/2023,18.21,43.38,6.36,43.14,28.2,20.36,0.87,11.48,20.37,0.04,0.04,0.1,,
Baguio City,12/3/2023,15.01,36.35,3.87,38.2,23.52,21.38,0.72,12.19,17.24,0.02,0.01,0.1,,
Baguio City,3/16/2023,17.08,52.76,2.65,22.75,14.26,22.92,0.38,8.37,19.39,0,0.02,0.1,,
Baguio City,8/24/2023,14.89,47.05,2.38,27.55,16.59,22.29,0.44,11.04,19.68,0.02,0.06,0.1,,
Baguio City,5/27/2023,13.65,42.62,5.29,55.79,34.06,17.58,1.28,15.66,20.15,0.06,0.12,0.11,,
Baguio City,10/2/2023,15.19,49.17,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,0.1,,
Baguio City,4/12/2023,17.28,53.73,5.98,65.34,39.69,17.61,1.02,26.84,36.53,0.03,0.08,0.15,,
Baguio City,10/26/2023,15.23,41.16,5.14,71.78,42.43,12.16,1.39,15.58,47.94,0.07,0.14,0.1,,
Baguio City,9/17/2023,16.67,47.8,5.4,68.18,40.73,15.31,1.06,13.42,47.46,0.06,0.36,0.11,,
Baguio City,5/19/2023,12.11,49.89,29.13,85.01,68.98,14.32,1.15,10.68,40.2,0.06,0.1,0.1,,
Baguio City,6/30/2023,11.51,45.6,6.08,69.13,41.71,13.58,1.27,17.71,48.7,0.06,0.1,0.1,,
Baguio City,5/30/2023,20.67,52.22,3.04,61.14,35.07,15.38,1.11,16.63,62.74,0.08,0.14,0.1,,
Baguio City,1/13/2023,13.9,39.88,13.08,83.44,55.08,14.61,1.58,12.92,43.18,0.08,0.19,0.1,,
Baguio City,12/31/2023,19.25,38.46,15.23,74.7,49.36,10.83,1.03,18.7,37.16,0.07,0.09,0.1,,
Baguio City,3/25/2023,13.42,43.3,7.69,25.85,20.1,10.97,0.74,12.37,32.23,0.05,0.06,0.1,,
Baguio City,8/5/2023,15.59,43.5,2.61,16.37,10.79,17.41,0.76,8.47,38.97,0,0,0.1,,
Baguio City,7/8/2023,12.88,47.66,6.38,23.26,17.36,16.81,0.86,16.7,34.16,0.01,0.05,0.14,,
Baguio City,5/18/2023,18.64,37.54,1.02,16.86,9.76,13.91,0.52,10.21,32.14,0.01,0.06,0.1,,
Baguio City,5/19/2023,20.48,51.52,3.19,17.12,11.14,16.46,0.66,10.22,39.91,0.01,0.02,0.1,,
Baguio City,8/12/2023,12.38,31.45,4.03,26.18,17.28,13.97,0.66,9.84,39.63,0.02,0.05,0.1,,
Baguio City,5/5/2023,18.22,42.3,3.01,28.42,17.6,14.9,0.74,10.43,41.96,0.06,0.1,0.1,,
Baguio City,5/6/2023,15.05,46.45,15.49,35.52,31.56,16.42,0.84,9.78,37.99,0.05,0.08,0.11,,
Baguio City,11/20/2023,12.45,32.48,2.29,22.82,13.91,16.94,0.7,6.98,40.95,0.02,0.02,0.1,,
Baguio City,5/7/2023,16.44,47.78,2.59,15.97,10.54,14.52,0.55,7.78,32.91,0,0.01,0.1,,
Baguio City,6/28/2023,16.23,35.06,1.38,13.31,8.16,12.92,0.54,13.52,27.85,0,0.01,0.1,,
Baguio City,6/11/2023,20.9,45.77,7.55,17.35,15.37,10.31,0.59,12.99,24.83,0,0,0.1,,
Baguio City,12/7/2023,10.32,40.84,8.59,17.16,16.19,11.98,0.72,10.51,19.85,0,0,0.1,,
Baguio City,9/17/2023,16.77,41.28,7.19,15.26,14.04,9.84,0.58,10.5,24.21,0,0.01,0.1,,
Baguio City,7/16/2023,11.99,36.17,18.66,21.18,26.51,9.69,0.72,8.3,27.25,0,0.04,0.15,,
Baguio City,1/1/2023,12.21,48.22,26.53,25.18,35.05,10.43,0.64,14.78,30.4,0,0.04,0.1,,
Baguio City,8/2/2023,19.12,50.68,43.76,28.73,50.94,9.94,0.8,9.67,31.72,0.02,0.07,0.11,,
Baguio City,7/2/2023,15.71,51.85,18.77,24.64,28.36,13.1,0.53,14.5,35.13,0.02,0.05,0.12,,
Baguio City,8/11/2023,16.76,36.86,3.59,18.86,13.05,14.69,0.51,13.5,30.89,0,0.01,0.1,,
Baguio City,2/18/2023,17.4,52.5,3.89,12.56,9.93,11.9,0.46,11.27,19.85,0,0,0.1,,
Baguio City,7/18/2023,11.37,33.81,2.82,8.15,6.69,9.17,0.4,10.43,23.58,0,0.01,0.1,,
Baguio City,7/23/2023,12.09,53.46,3.23,13.32,9.81,9.1,0.56,15.85,25.36,0,0.01,0.1,,
Baguio City,7/14/2023,10.43,47.39,2.49,9.07,6.97,11.97,0.52,11.04,33.63,0,0.01,0.1,,
Baguio City,6/11/2023,14.17,44.14,2.9,8.11,6.76,10.79,0.44,8.55,27.48,0,0,0.1,,
Baguio City,5/13/2023,18.55,53.28,5.46,12,10.75,11.3,0.43,5.49,23.63,0,0,0.1,,
Baguio City,4/25/2023,13,52.54,2.9,10.62,8.02,11.85,0.41,11.52,19.77,0,0,0.1,,
Baguio City,2/7/2023,18.18,44.81,3.11,13.02,9.5,12.13,0.5,14.74,33.17,0,0.01,0.1,,
Baguio City,2/13/2023,18.15,33.24,2.37,16.7,10.86,12.82,0.69,15.37,44.06,0.08,0.18,0.16,,
Baguio City,6/14/2023,13.94,41.61,1.68,13.22,8.24,13.14,0.57,11.6,44.93,2.25,4.15,0.74,,
Baguio City,4/14/2023,13.91,40.6,2.15,8.68,6.38,11.34,0.62,10.98,31.2,1.7,4.48,0.42,,
Baguio City,5/7/2023,16.18,37.54,2.82,9.92,7.57,11.03,0.69,12.43,29.66,1.38,5.33,0.54,,
Baguio City,2/21/2023,20.15,51.64,4.02,8.02,7.5,9.45,0.35,12.07,22.33,1.05,4.23,0.34,,
Baguio City,5/28/2023,13.31,38.52,2.6,8.45,6.56,8.86,0.53,14.06,22.67,0.95,3.31,0.29,,
Baguio City,10/6/2023,19.09,31.77,5.03,15.67,12.51,9.74,0.41,13.33,27.15,1.01,6.81,0.67,,
Baguio City,9/20/2023,17.68,35.28,4.4,17.4,12.91,11.1,0.4,9.21,31.25,0.86,4.9,0.37,,
Baguio City,8/13/2023,14.17,52.96,14.09,24.88,24.78,9.4,0.45,8.16,27.19,1.07,9.76,1.02,,
Baguio City,5/6/2023,15.06,42.59,6.29,19.29,15.47,9.87,0.64,11.35,29.47,1.03,6.87,0.58,,
Baguio City,1/15/2023,13.5,37.06,4.18,14.19,11.01,10.37,0.46,7.42,22.03,1.46,5.11,0.44,,
Baguio City,5/27/2023,11.24,31.04,6.5,14.86,12.92,11.63,0.58,7.89,28.04,1.74,9.37,0.68,,
Baguio City,12/11/2023,16.67,33.23,7.47,13.59,13.38,7.71,0.56,10.99,21.12,1.17,4.07,0.33,,
Baguio City,5/11/2023,17.69,34.62,2.18,9.6,6.94,6.44,0.68,9.51,29.78,1.87,3.29,0.26,,
Baguio City,2/20/2023,20.7,43.44,2.04,7.75,5.44,7.63,0.7,9.14,32.42,4.88,2.68,2.27,,
Baguio City,1/28/2023,15.99,43.07,1.13,6.24,4.23,7.09,0.5,7.63,36.81,1.7,2.82,0.13,,
Baguio City,2/28/2023,14.98,32.01,2.86,12.03,8.56,5.6,0.53,10.27,29.46,1.18,3.57,0.28,,
Baguio City,8/5/2023,16.82,52.88,9.37,14.63,15.49,5.75,0.53,8.61,29.24,1.4,4.5,0.38,,
Baguio City,11/29/2023,11.78,49.12,2.41,8.02,5.87,6.06,0.47,9.11,29.02,1.46,3.2,0.2,,
Baguio City,8/22/2023,11.08,51.65,2.89,10.15,7.82,5.53,0.5,13.84,21.8,1.51,3.77,0.25,,
Baguio City,11/6/2023,18.01,41.8,3.09,9.93,7.87,5.76,0.49,10.38,21.95,1.2,3.07,0.21,,
Baguio City,10/7/2023,18.05,44.43,2.23,10.84,7.69,7.15,0.54,12.07,32.91,1.09,3.83,0.24,,
Baguio City,10/13/2023,12.72,36.47,3.41,12.49,9.43,6.62,0.54,12.69,28.07,1.18,3.54,0.3,,
Baguio City,4/4/2023,16.53,47.76,2.56,9.81,7.4,6.81,0.45,8.19,30.44,1.08,2.73,0.21,,
Baguio City,9/18/2023,11.95,40.85,1.74,9.49,6.53,8.36,0.56,17.06,42.66,1.26,2.14,0.18,,
Baguio City,1/18/2023,15.41,49.69,1.11,9.26,5.64,7.66,0.58,16.56,34.64,0.69,3.43,0.22,,
Baguio City,3/9/2023,20.78,32.2,1.55,7.48,4.74,7.56,0.69,12.4,38.42,0.52,3.58,0.15,,
Baguio City,8/11/2023,11.86,40.73,1.54,8.62,5.72,6.27,0.71,14.7,31.67,1.13,2.43,0.22,,
Baguio City,12/28/2023,18.94,53.66,1.4,5.59,4.08,6.03,0.48,9.15,25.97,1.09,1.72,0.15,,
